words,links,capital_words,spam_word_count,is_spam
828,4,17,1,1
178,0,9,3,0
912,2,3,5,1
153,8,24,5,1
937,4,8,4,1
476,0,1,2,0
370,1,1,0,0
446,0,4,2,0
668,8,5,3,1
405,0,5,2,1
157,1,2,1,0
78,0,7,1,0
246,4,1,0,0
88,1,5,1,0
118,4,6,10,1
66,0,0,2,0
224,1,1,3,0
127,6,28,10,1
137,7,3,1,1
270,2,5,2,1
143,5,26,4,1
198,9,6,10,1
866,7,5,8,1
86,2,3,1,0
141,0,1,1,0
184,9,6,3,1
211,5,3,1,0
760,2,24,3,1
672,6,16,7,1
254,0,0,1,0
546,4,7,4,1
505,4,25,6,1
116,10,25,7,1
677,4,25,3,1
888,8,5,6,1
205,5,16,7,1
158,1,10,1,0
272,5,20,5,1
271,1,3,6,0
73,0,3,1,0
510,2,30,7,1
549,1,18,7,1
130,1,2,5,0
150,1,10,1,0
827,1,26,10,1
234,4,25,5,1
364,10,24,8,1
155,2,1,1,0
234,1,0,2,0
165,0,2,0,0
66,1,1,1,0
122,8,12,8,1
615,7,7,7,1
269,5,2,1,0
238,1,0,0,0
739,6,30,6,1
280,1,0,1,0
149,6,5,0,1
601,5,14,0,1
178,0,1,0,0
277,1,5,2,0
300,9,4,6,1
278,0,1,4,0
274,2,2,2,0
65,6,16,10,1
567,3,1,9,1
855,2,15,3,1
168,3,18,7,1
256,2,3,1,0
28,4,1,1,0
72,9,25,3,1
780,3,7,8,1
37,2,2,2,0
780,9,7,3,1
293,10,19,2,1
118,1,1,2,0
78,1,10,2,0
292,2,0,1,0
127,2,15,7,1
291,5,1,0,0
83,1,0,0,0
447,1,8,2,0
91,3,0,5,0
517,6,19,4,1
543,1,4,10,1
137,4,3,0,0
21,2,3,1,0
220,0,2,2,0
75,3,0,1,0
256,2,1,1,0
39,4,0,1,0
846,3,22,7,1
457,0,2,0,0
107,6,24,0,1
183,2,2,5,0
149,1,0,1,0
208,1,2,2,0
77,5,2,1,0
207,7,25,8,1
231,1,3,4,0
110,9,12,0,1
275,2,26,7,1
442,1,3,1,0
152,2,1,6,0
21,0,2,1,0
235,8,2,3,1
459,7,27,3,1
65,3,2,7,1
301,9,6,7,1
193,4,1,2,0
98,2,0,3,0
30,4,1,1,0
118,7,24,7,1
272,0,1,2,0
991,5,26,3,1
73,2,2,0,0
274,0,3,1,0
158,2,21,1,1
224,1,3,0,0
121,8,10,8,1
128,2,2,2,0
178,1,2,2,0
163,1,1,3,0
283,4,2,2,0
258,1,3,1,0
283,3,3,0,0
276,1,7,2,0
172,0,0,3,0
540,6,8,8,1
127,2,5,2,0
142,0,0,1,0
393,10,5,4,1
720,0,30,3,1
111,0,3,3,0
799,9,1,8,1
99,0,1,1,0
125,1,27,4,1
149,3,30,2,1
160,2,2,0,0
406,6,13,1,1
202,1,1,1,0
291,4,1,10,1
508,10,25,5,1
193,2,2,1,0
882,9,23,2,1
304,10,12,5,1
27,1,2,2,0
596,1,5,0,1
300,0,1,1,0
246,0,1,2,0
571,10,16,4,1
187,4,18,3,1
412,6,6,4,1
204,1,0,6,0
299,1,2,2,0
209,0,2,2,0
161,4,4,1,1
454,2,3,5,0
202,1,1,2,0
70,2,3,0,0
717,8,22,7,1
189,2,3,2,0
125,2,3,6,0
39,2,5,1,0
141,7,19,3,1
259,0,0,1,0
521,7,25,2,1
89,2,3,1,0
236,1,19,3,1
855,4,3,10,1
47,1,1,0,0
207,0,8,1,0
150,5,3,2,0
176,0,1,1,0
165,0,3,1,0
215,2,0,4,0
150,1,1,0,0
705,9,23,9,1
352,0,3,0,0
262,1,2,0,0
482,3,16,6,1
168,4,13,2,1
230,3,14,7,1
164,7,10,6,1
343,10,21,9,1
305,2,6,10,1
244,1,0,0,0
236,0,1,3,0
882,7,21,3,1
475,0,0,2,0
445,0,3,2,0
223,1,3,1,0
253,0,3,1,0
54,2,1,1,0
589,8,20,6,1
23,0,3,2,0
341,4,8,2,0
223,0,6,0,0
458,9,16,5,1
220,1,2,2,0
143,2,1,1,0
273,2,0,0,0
283,2,3,5,0
102,2,0,2,0
137,2,0,6,1
574,7,0,10,1
148,3,0,1,0
799,7,28,5,1
868,7,3,9,1
250,1,4,1,0
47,3,1,5,0
646,4,5,7,1
283,0,2,0,0
994,8,16,0,1
822,2,10,8,1
108,0,0,9,1
43,2,1,1,0
79,2,3,6,0
841,9,1,1,1
784,9,6,3,1
278,5,2,0,0
99,4,2,0,0
148,2,0,1,0
217,2,3,2,0
417,5,13,8,1
96,0,3,1,0
523,7,18,7,1
88,3,2,2,0
127,9,2,7,1
358,0,21,6,1
830,5,29,5,1
862,3,5,5,1
129,6,20,1,1
430,8,16,3,1
106,8,3,6,1
951,9,2,4,1
205,2,1,2,0
724,5,3,5,1
297,2,0,1,0
206,4,20,6,1
221,0,2,1,0
281,1,2,0,0
76,4,0,2,0
569,10,30,8,1
66,3,18,8,1
29,1,3,2,0
475,5,8,3,1
193,2,0,0,0
277,1,6,4,1
818,4,7,5,1
151,1,0,6,0
328,10,30,10,1
792,6,28,7,1
726,2,22,4,1
286,1,10,2,0
460,2,13,8,1
286,0,9,1,0
46,0,3,2,0
27,2,2,0,0
333,1,5,10,1
273,2,3,1,0
208,1,2,0,0
225,3,2,1,0
185,1,1,3,0
243,5,9,4,1
108,10,20,5,1
47,0,0,1,0
357,9,16,1,1
488,2,0,1,0
210,10,21,4,1
367,2,2,1,0
618,4,1,6,1
294,2,1,0,0
481,7,6,4,1
251,3,4,2,0
23,0,1,5,0
156,3,9,5,1
25,5,2,1,0
470,2,0,3,0
156,2,4,8,1
393,8,10,3,1
176,1,1,2,0
35,2,3,0,0
65,7,28,10,1
266,3,15,6,1
41,0,3,2,0
83,3,0,0,0
675,9,26,2,1
247,1,3,0,0
119,3,5,4,1
32,2,3,2,0
255,1,1,0,0
111,2,0,2,0
984,6,20,4,1
29,4,3,5,0
81,5,23,3,1
42,1,1,2,0
297,1,3,2,0
102,1,1,1,0
52,10,2,2,1
536,0,13,6,1
301,10,30,3,1
107,3,29,10,1
274,4,0,2,0
215,1,5,2,0
314,6,26,10,1
138,0,10,9,1
338,6,25,4,1
748,3,22,10,1
81,2,1,2,0
81,0,2,2,0
159,4,3,0,0
732,6,27,7,1
158,0,0,5,0
218,2,5,0,0
442,3,28,10,1
212,9,6,8,1
791,2,30,1,1
394,1,2,2,0
323,3,25,3,1
853,2,25,1,1
150,2,3,1,0
203,2,3,1,0
161,4,8,8,1
79,0,2,0,0
242,3,1,6,0
174,0,24,4,1
752,6,24,3,1
325,6,3,8,1
26,4,1,1,0
200,1,0,0,0
430,1,2,0,0
231,4,0,1,0
469,4,3,5,1
380,1,0,1,0
577,3,19,5,1
515,7,29,2,1
150,5,1,7,1
188,1,7,0,0
27,0,2,0,0
977,3,5,6,1
474,6,7,7,1
183,5,23,0,1
207,0,2,0,0
216,0,2,2,0
56,9,11,8,1
155,4,15,10,1
78,6,5,10,1
158,6,20,10,1
232,1,2,0,0
20,2,2,0,0
159,1,1,1,0
178,2,1,2,0
678,3,22,3,1
112,2,5,0,0
72,2,17,1,1
163,3,5,9,1
238,0,2,2,0
199,2,14,6,1
97,2,29,10,1
30,0,1,1,0
880,1,17,7,1
132,0,26,5,1
167,2,12,7,1
385,2,1,2,0
147,1,3,0,0
988,8,16,2,1
130,8,18,8,1
735,7,16,2,1
214,3,2,1,0
710,9,14,0,1
297,4,21,7,1
864,9,29,4,1
275,2,0,0,0
524,2,11,4,1
331,2,1,1,0
221,1,2,2,0
257,2,2,2,0
874,8,5,8,1
283,0,2,2,0
137,3,5,8,1
156,2,2,1,0
205,1,1,1,0
982,6,8,8,1
103,1,2,1,0
106,0,3,0,0
748,3,22,3,1
176,0,3,0,0
957,1,9,2,1
702,2,4,7,1
250,10,29,5,1
274,1,3,1,0
297,10,22,7,1
46,1,0,2,0
506,10,9,10,1
670,2,16,2,1
210,3,5,9,1
115,6,4,3,1
371,0,4,6,1
567,1,16,4,1
259,4,0,1,0
457,2,1,2,0
168,4,6,0,1
944,7,0,4,1
99,2,16,9,1
205,1,0,2,0
226,1,10,1,0
395,0,0,3,0
715,8,14,7,1
511,3,15,10,1
614,9,21,4,1
146,5,10,5,0
303,8,23,8,1
832,4,25,7,1
118,3,23,1,1
152,2,23,10,1
137,2,0,0,0
149,1,0,1,0
183,9,5,9,1
87,0,3,2,0
71,2,0,2,0
379,2,11,8,1
491,1,10,3,0
979,2,19,6,1
126,0,0,1,0
85,0,2,1,0
203,0,2,6,0
314,5,15,7,1
166,1,2,0,0
255,1,0,1,0
194,10,27,5,1
188,6,19,7,1
132,0,0,1,0
637,4,7,9,1
150,4,16,0,1
110,4,29,8,1
270,1,2,0,0
232,1,0,1,0
174,1,28,6,1
359,0,2,2,0
409,5,16,2,1
136,0,6,2,0
207,2,2,2,0
287,1,8,2,0
366,6,12,8,1
49,0,3,2,0
117,2,3,4,0
262,5,6,0,1
266,1,3,2,0
358,1,17,1,1
356,10,3,9,1
262,1,2,5,0
736,5,29,9,1
372,1,2,2,0
247,2,2,0,0
871,3,10,8,1
672,10,7,10,1
721,3,5,0,1
383,4,2,2,0
192,9,13,8,1
731,3,13,7,1
121,10,30,5,1
157,2,2,8,1
167,0,2,1,0
63,6,9,8,1
246,9,19,3,1
165,0,1,1,0
273,2,10,2,0
282,1,1,1,0
202,1,3,0,0
54,0,3,1,0
585,9,9,0,1
60,1,3,0,0
520,9,8,10,1
454,4,15,2,1
156,2,3,2,0
137,1,3,0,0
514,5,7,10,1
226,2,2,0,0
387,0,2,0,0
64,3,27,3,1
114,8,6,9,1
176,8,24,1,1
165,1,1,2,0
160,2,2,2,0
214,1,2,1,0
344,9,1,1,1
605,7,16,7,1
52,2,0,0,0
38,1,3,2,0
219,2,9,2,0
428,9,5,2,1
69,0,2,2,0
188,2,24,8,1
410,0,0,2,0
166,0,1,3,0
152,2,1,2,0
79,0,3,2,0
166,2,1,2,0
268,4,1,1,0
154,9,25,10,1
403,0,2,0,0
489,2,26,8,1
132,2,2,0,0
859,8,15,0,1
216,1,0,1,0
693,9,26,2,1
185,0,0,0,0
594,6,19,3,1
278,0,2,1,0
278,7,18,10,1
427,3,16,6,1
287,1,3,1,0
82,5,2,2,0
449,1,3,1,0
68,1,1,1,0
759,2,1,2,1
183,0,2,0,0
290,0,3,6,0
288,3,6,1,0
90,2,8,1,0
316,2,13,8,1
81,10,0,8,1
65,2,2,2,0
35,5,3,1,0
775,5,12,2,1
774,2,14,7,1
504,2,29,7,1
311,1,8,5,1
750,6,21,2,1
560,5,0,4,1
616,2,13,6,1
902,7,9,1,1
70,2,0,1,0
889,3,20,7,1
256,2,8,10,1
81,1,3,1,0
223,0,0,0,0
476,8,18,9,1
153,8,6,6,1
588,3,11,6,1
131,8,10,3,1
199,2,2,0,0
212,3,19,7,1
405,1,1,2,0
493,3,0,2,0
408,2,21,0,1
215,1,1,0,0
251,2,2,2,0
394,3,4,3,1
250,9,4,2,1
89,4,26,4,1
354,5,6,4,1
721,4,21,9,1
162,0,0,0,0
658,3,16,10,1
145,1,3,2,0
26,3,2,5,0
538,3,20,5,1
612,7,16,0,1
149,2,0,0,0
433,1,2,2,0
123,2,2,0,0
184,1,0,8,1
744,6,2,3,1
283,1,1,1,0
600,8,15,6,1
405,1,3,2,0
125,2,6,0,0
257,0,2,2,0
137,2,0,0,0
184,0,4,0,0
109,2,10,0,1
148,2,15,3,1
124,2,0,2,0
66,2,0,6,0
180,7,21,4,1
161,5,8,6,1
146,4,12,7,1
164,2,3,1,0
139,1,0,1,0
395,5,3,10,1
766,10,11,10,1
755,9,6,6,1
182,2,26,10,1
837,7,26,3,1
392,7,10,2,1
54,2,3,2,0
256,0,1,2,0
209,3,3,3,0
405,7,17,8,1
938,2,6,9,1
139,1,0,3,0
153,0,3,1,0
21,0,1,2,0
292,5,2,1,0
469,0,10,3,1
161,6,22,3,1
111,2,0,3,0
220,2,0,1,0
913,8,3,8,1
219,1,2,2,0
498,8,17,10,1
424,10,1,7,1
390,7,26,5,1
127,2,2,5,0
275,1,0,0,0
294,2,3,0,0
218,1,3,2,0
233,0,0,1,0
142,2,1,0,0
961,9,30,6,1
810,7,16,4,1
186,10,28,6,1
171,4,8,2,0
82,0,24,6,1
640,4,2,0,1
452,6,12,6,1
132,6,14,7,1
76,2,2,2,0
839,1,27,10,1
150,0,10,0,0
558,6,24,5,1
242,1,2,1,0
26,2,1,1,0
174,1,2,3,0
179,4,13,10,1
740,9,17,3,1
309,0,26,8,1
75,0,0,2,0
609,6,5,2,1
443,0,0,1,0
56,2,0,0,0
603,10,11,3,1
601,8,5,9,1
298,0,2,0,0
291,3,0,6,0
137,4,2,0,0
180,3,30,5,1
125,2,0,2,0
68,2,2,0,0
300,10,30,7,1
213,1,3,0,0
338,8,7,8,1
287,2,4,0,0
339,2,1,2,0
833,1,19,7,1
83,2,23,3,1
716,4,9,8,1
212,2,0,0,0
288,1,2,4,0
187,0,8,2,0
470,3,22,10,1
426,10,29,2,1
85,4,16,10,1
173,10,22,8,1
438,8,26,8,1
919,0,16,8,1
258,2,2,4,0
74,3,12,4,1
870,7,1,10,1
349,10,25,6,1
30,0,1,1,0
591,1,18,9,1
280,0,7,0,0
245,1,5,5,1
127,0,2,2,0
278,4,1,3,0
350,8,29,6,1
597,10,4,7,1
204,2,0,2,0
45,2,0,1,0
456,3,11,10,1
531,3,25,3,1
325,2,3,0,0
172,2,11,10,1
134,4,3,1,0
581,0,13,6,1
890,10,28,8,1
57,0,1,1,0
144,5,29,6,1
385,3,25,8,1
128,0,0,0,0
196,1,1,2,0
293,6,27,10,1
159,1,8,0,0
109,1,1,0,0
176,1,2,1,0
302,2,2,2,0
97,2,2,0,0
252,2,2,2,0
814,7,7,7,1
937,2,10,7,1
281,0,30,4,1
186,6,7,7,1
176,3,12,3,1
240,5,19,9,1
166,0,22,7,1
33,1,2,2,0
180,2,0,1,0
156,2,2,5,0
125,4,6,10,1
893,9,6,10,1
184,2,0,2,0
639,3,17,3,1
25,2,3,1,0
65,5,2,2,0
77,5,27,6,1
873,2,16,7,1
142,3,26,9,1
119,1,11,5,1
947,8,23,4,1
120,1,3,0,0
744,10,3,7,1
421,10,9,3,1
284,2,3,1,0
179,0,1,2,0
214,1,2,3,0
257,0,2,0,0
292,2,0,5,0
328,1,2,1,0
190,3,26,2,1
203,0,10,2,0
136,4,16,10,1
281,1,4,2,0
83,1,0,0,0
388,7,1,8,1
257,1,8,0,0
228,1,3,2,0
198,2,2,0,0
641,10,14,3,1
872,7,1,10,1
154,4,28,7,1
57,2,0,4,0
342,1,2,0,0
92,0,4,5,1
83,1,2,1,0
628,2,15,4,1
92,1,3,1,0
263,0,2,2,0
151,2,3,6,0
32,2,1,4,0
73,2,4,1,0
126,0,1,2,0
986,5,27,5,1
286,3,2,2,0
767,5,4,6,1
908,3,10,5,1
764,10,23,3,1
183,5,24,9,1
284,1,3,0,0
67,2,0,0,0
74,0,2,0,0
295,2,2,1,0
888,2,8,5,1
88,9,27,6,1
630,5,5,4,1
119,8,24,8,1
123,0,0,2,0
80,0,2,6,0
254,4,4,8,1
868,9,14,5,1
973,5,21,8,1
85,8,4,9,1
130,3,13,5,1
218,2,2,1,0
703,9,27,3,1
310,0,2,8,1
248,0,5,4,0
464,5,0,2,0
923,4,20,5,1
259,1,7,2,0
723,7,13,10,1
924,8,15,10,1
453,3,1,0,0
194,0,3,5,0
66,0,1,0,0
105,1,2,1,0
224,1,3,2,0
447,2,0,0,0
182,4,17,0,1
51,5,7,2,0
210,3,2,2,0
810,6,15,4,1
235,10,5,2,1
102,2,0,2,0
170,2,9,10,1
574,4,27,8,1
224,4,26,2,1
494,1,2,0,0
62,10,1,9,1
80,9,8,8,1
879,8,19,6,1
138,5,8,7,1
103,0,0,1,0
278,2,3,0,0
139,5,3,2,0
896,3,17,8,1
396,8,24,2,1
107,2,3,2,0
26,1,2,1,0
901,3,28,6,1
239,0,1,2,0
653,6,21,2,1
85,2,0,2,0
599,4,15,10,1
62,7,21,7,1
179,0,2,0,0
222,2,0,5,0
127,2,26,7,1
237,2,3,6,0
21,2,1,1,0
190,3,2,4,0
225,2,1,2,0
136,1,3,5,0
36,0,3,2,0
325,9,11,5,1
217,2,1,1,0
244,2,0,0,0
176,4,5,5,1
262,0,3,1,0
200,2,3,0,0
782,6,6,8,1
142,0,2,0,0
255,2,1,1,0
63,1,0,2,0
423,10,5,6,1
420,3,20,1,1
645,6,23,3,1
165,5,23,0,1
137,2,2,0,0
64,1,4,2,0
196,1,0,6,0
74,0,2,0,0
117,7,9,10,1
818,6,7,0,1
120,5,2,1,0
84,2,2,2,0
545,10,7,0,1
165,4,3,1,0
296,10,0,10,1
170,4,20,7,1
226,5,8,2,0
162,7,30,10,1
180,1,4,1,0
106,3,3,1,0
162,2,1,1,0
751,5,17,8,1
299,9,2,3,1
266,1,3,0,0
107,4,18,8,1
440,1,3,2,0
893,2,12,9,1
283,8,30,1,1
653,9,30,9,1
139,8,2,0,1
135,2,2,1,0
256,3,23,4,1
60,1,0,0,0
126,1,2,1,0
221,7,1,6,1
26,1,2,3,0
144,0,2,2,0
141,2,2,1,0
714,3,5,4,1
141,2,3,0,0
120,7,5,2,1
226,1,2,2,0
704,5,30,2,1
60,0,2,1,0
146,0,2,0,0
383,8,0,0,1
378,2,2,1,0
816,7,20,10,1
194,1,4,5,0
668,9,1,5,1
165,1,0,0,0
482,2,0,2,0
118,1,3,0,0
187,5,23,10,1
76,1,3,2,0
261,2,2,2,0
230,0,3,2,0
119,0,3,1,0
606,10,17,7,1
520,3,24,0,1
108,0,1,6,0
513,4,4,1,1
240,1,2,1,0
218,1,7,3,0
245,5,28,7,1
343,4,13,7,1
490,0,1,6,0
186,2,5,6,1
139,3,21,4,1
987,1,2,1,1
184,2,3,1,0
381,4,6,2,0
177,2,1,0,0
47,2,0,2,0
224,0,3,2,0
133,1,5,0,0
20,2,3,0,0
141,1,2,3,1
451,2,5,3,1
457,6,26,10,1
100,3,21,1,1
187,2,4,3,0
244,9,4,10,1
241,4,5,6,1
96,1,0,0,0
56,2,3,0,0
846,2,23,1,1
128,4,2,5,0
322,9,2,10,1
750,3,18,3,1
92,0,3,1,0
493,3,1,4,0
177,0,3,4,0
486,9,27,3,1
184,2,10,2,0
491,3,2,2,0
599,7,9,9,1
255,1,2,0,0
483,0,15,7,1
151,4,0,6,1
89,4,29,3,1
295,0,2,1,0
142,1,21,0,1
971,10,19,4,1
812,9,13,7,1
162,2,3,5,0
22,5,1,0,0
116,9,28,9,1
534,7,21,6,1
118,0,1,5,1
840,7,24,5,1
196,0,9,6,1
65,0,4,2,0
100,1,1,1,0
706,7,27,7,1
638,2,13,10,1
207,0,4,0,0
749,8,26,9,1
946,7,16,10,1
465,4,12,4,1
39,1,0,0,0
88,0,1,1,0
548,5,2,10,1
553,3,9,10,1
50,0,1,0,0
322,9,22,9,1
458,6,5,6,1
744,7,17,0,1
479,1,0,1,0
390,6,23,3,1
558,6,0,10,1
302,2,1,0,0
259,1,3,0,0
133,3,20,1,1
121,10,19,0,1
227,2,0,2,0
97,2,3,0,0
300,5,3,6,1
129,9,5,3,1
972,7,13,5,1
154,2,23,9,1
391,4,22,4,1
194,3,19,3,1
231,1,2,6,0
134,9,2,6,1
949,8,19,9,1
156,2,11,10,1
435,2,0,1,0
29,2,3,5,0
207,0,0,2,0
240,1,1,1,0
220,5,3,1,0
497,6,2,4,1
172,4,18,7,1
414,4,13,10,1
488,8,20,1,1
265,2,1,0,0
212,9,26,7,1
283,0,2,1,0
579,9,17,7,1
838,2,6,9,1
383,10,10,1,1
54,1,3,3,0
237,0,3,2,0
246,1,2,4,0
72,2,19,4,1
141,1,2,1,0
286,3,23,3,1
239,2,0,0,0
182,2,9,10,1
232,2,30,6,1
78,0,1,2,0
192,10,23,6,1
197,2,3,1,0
691,3,26,3,1
57,5,12,7,1
470,3,5,5,1
166,4,1,2,0
237,0,3,2,0
178,0,0,1,0
167,0,0,1,0
981,3,13,7,1
393,5,8,10,1
602,6,12,10,1
104,2,3,0,0
297,2,1,2,0
591,9,7,4,1
497,3,5,7,1
239,1,0,2,0
515,3,14,10,1
941,5,16,4,1
290,3,2,2,0
471,2,9,6,1
208,2,0,0,0
174,4,14,8,1
132,0,1,0,0
46,1,2,0,0
374,10,30,5,1
174,1,0,4,1
126,4,1,7,1
419,8,8,6,1
758,2,21,3,1
223,0,0,2,0
159,2,9,2,0
210,0,1,1,0
279,2,1,1,0
212,10,6,3,1
140,5,5,8,1
107,1,1,0,0
148,2,7,1,0
184,4,1,2,0
178,2,18,5,1
86,0,0,1,0
151,4,10,1,0
345,2,1,1,0
200,1,18,6,1
205,0,0,1,0
314,7,24,2,1
206,5,3,1,0
149,1,7,2,0
452,3,2,0,1
343,5,0,4,1
793,4,1,2,1
382,5,4,9,1
390,2,3,6,0
616,3,8,7,1
274,2,0,1,0
84,3,7,2,0
709,4,0,3,1
473,10,11,4,1
507,3,3,10,1
89,1,2,1,0
140,0,3,2,0
131,0,2,0,0
151,3,26,10,1
577,9,11,8,1
172,3,1,1,0
79,0,8,6,0
304,1,7,0,0
228,1,1,5,0
250,4,19,5,1
151,9,23,6,1
108,4,3,0,0
60,6,7,8,1
183,2,0,5,0
156,3,3,0,0
944,10,15,6,1
69,0,3,1,0
211,1,9,0,0
290,0,1,0,0
29,1,3,2,0
324,8,19,10,1
162,8,12,8,1
328,10,1,4,1
632,0,24,4,1
126,2,0,2,0
213,2,1,1,0
139,0,3,1,0
196,0,3,4,0
65,3,2,1,0
324,5,25,8,1
334,5,5,9,1
295,0,1,0,0
140,3,24,8,1
732,10,18,8,1
797,9,9,6,1
409,2,15,3,1
88,4,2,2,0
233,1,0,1,0
143,6,20,3,1
596,9,29,7,1
522,9,16,10,1
842,2,16,4,1
596,7,5,8,1
130,2,0,2,0
285,2,3,1,0
198,3,3,2,0
52,1,1,2,0
37,2,2,0,0
